56545009	C0334892	cardiocirujano
61345009	C0334893	otorrinolaringólogo
56466003	C0334894	médico de salud pública
23278007	C0334895	médico de salud comunitaria
23278007	C0334895	médico sanitarista
63098009	C0334896	inmunólogo clínico
63098009	C0334896	alergista
63098009	C0334896	especialista en inmunología clínica
11935004	C0334897	obstetra
28411006	C0334898	neonatólogo
61246008	C0334899	especialista de laboratorio
85733003	C0334900	patólogo general
81464008	C0334901	patólogo clínico
83273008	C0334902	anatomopatólogo
11661002	C0334903	neuropatólogo
14698002	C0334905	microbiólogo médico
18850004	C0334906	hematólogo de laboratorio
78729002	C0334907	radiólogo del área de radiodiagnóstico
88189002	C0334910	anestesiólogo
88189002	C0334910	anestesista
25961008	C0334911	especialista en electroencefalografía
21450003	C0334912	neuropsiquiatra
21450003	C0334912	neurosiquiatra
22515006	C0334914	practicante
22515006	C0334914	enfermero
158979008	C0334915	odontólogo general
82603007	C0334915	dentista, general
21365001	C0334916	dentista especializado
57654006	C0334918	especialista en prótesis dental fija
20145008	C0334919	especialista en prótesis dental removible
66476003	C0334921	patólogo oral
66476003	C0334921	patólogo oral y maxilofacial
19244007	C0334922	odontólogo geriátrico
13580004	C0334924	auxiliar de odontología escolar
938005	C0334925	veterinario (general)
56079002	C0334926	veterinario de salud pública
20090002	C0334927	otros veterinarios
44652006	C0334930	auxiliar farmacéutico
106291005	C0334931	dietista Y/O nutricionista
106291005	C0334931	bromatólogo Y/O especialista en nutrición
40127002	C0334932	dietista (general)
40127002	C0334932	bromatólogo
88475002	C0334934	otros dietistas y nutricionistas
88475002	C0334934	otros bromatólogos y especialistas en nurtición
6816002	C0334937	enfermera especializada
6816002	C0334937	enfermero especializado
83189004	C0334938	otro enfermero profesional
83189004	C0334938	otras enfermeras profesionales
83189004	C0334938	otros enfermeros profesionales
106294002	C0334943	personal de partería
79898004	C0334944	obstétrica auxiliar
79898004	C0334944	auxiliar de partera
79898004	C0334944	matrona auxiliar
79898004	C0334944	partera auxiliar
106295001	C0334945	optometrista Y/U óptico
49203003	C0334946	óptico dispensador
106296000	C0334947	fisioterapeuta/terapeuta ocupacional
106296000	C0334947	fisioterapeuta/terapista ocupacional
106296000	C0334947	fisioterapeuta Y/O ergoterapeuta
106296000	C0334947	fisioterapeuta Y/O terapeuta ocupacional
45419001	C0334949	masajista
41904004	C0334950	técnico radiólogo
41904004	C0334950	especialista en rayos X
3842006	C0334952	quiropráctico
45956004	C0334953	especialista en sanidad e higiene pública
59169001	C0334954	técnico en ortopedia
33738006	C0334955	otros trabajadores médicos, dentales, veterinarios y afines
106297009	C0334956	estadístico, matemático, analista de sistemas Y/O técnico afín
106298004	C0334957	estadístico
40208003	C0334958	estadístico, general
81342000	C0334959	estadístico matemático
19544008	C0334960	estadístico (estadística aplicada)
106299007	C0334961	matemático Y/O actuario
26755008	C0334962	matemático (matemática pura)
59559001	C0334963	matemático (matemática aplicada)
30688008	C0334964	analista en investigación de operaciones
75218001	C0334965	actuario
20222007	C0334966	analista de sistemas
106300004	C0334967	técnico estadístico Y/O matemático
79859009	C0334968	analista programador
79400005	C0334969	otros técnicos estadísticos y matemáticos
106301000	C0334970	economista
14987001	C0334971	economista (general)
48560007	C0334972	economista (especializado)
76184005	C0334973	analista en investigación de mercado
25285009	C0334974	contador (general)
4485003	C0334975	auditor
55223002	C0334976	otro contador
55223002	C0334976	otros contadores
106303002	C0334977	jurista
106303002	C0334977	jurisconsulto
106303002	C0334977	legista
